transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
1915,10/07/2023,22:50:00,53,Female,26,Beauty,3,30,9.3,90
17,25/02/2023,21:08:00,3,Female,27,Clothing,4,25,13,100
50,29/03/2022,18:51:00,71,Female,27,Beauty,3,25,10.5,75
51,12/10/2022,22:09:00,78,Male,27,Beauty,3,25,24.75,75
108,24/01/2023,09:38:00,5,Female,27,Beauty,3,25,13.5,75
110,18/11/2022,17:28:00,149,Male,27,Clothing,3,300,99,900
200,09/10/2022,22:29:00,130,Male,27,Beauty,3,50,60,150
213,13/08/2023,20:48:00,113,Male,27,Beauty,3,500,275,1500
295,01/02/2022,20:23:00,80,Female,27,Beauty,3,300,105,900
298,05/10/2023,19:05:00,3,Male,27,Beauty,4,300,84,1200
392,21/12/2022,13:11:00,77,Male,27,Clothing,2,300,78,600
394,19/08/2022,19:27:00,105,Female,27,Clothing,1,500,165,500
423,18/07/2022,06:06:00,41,Female,27,Clothing,1,25,11.75,25
476,12/12/2023,18:31:00,131,Female,27,Clothing,4,500,570,2000
544,31/10/2023,13:46:00,95,Female,27,Electronics,1,25,10.25,25
545,19/12/2023,17:18:00,61,Male,27,Clothing,2,25,8.25,50
584,31/12/2022,10:21:00,106,Female,27,Beauty,4,50,16.5,200
618,13/10/2022,10:22:00,5,Female,27,Beauty,1,50,26,50
670,29/09/2023,17:24:00,59,Male,27,Beauty,1,30,35.7,30
734,12/03/2022,08:54:00,77,Female,27,Clothing,1,30,15.6,30
760,26/06/2023,07:59:00,14,Male,27,Beauty,1,500,125,500
831,30/11/2022,11:49:00,149,Male,27,Electronics,4,25,13.75,100
873,06/12/2023,20:20:00,137,Female,27,Electronics,4,25,29,100
971,30/12/2023,16:50:00,64,Female,27,Electronics,4,50,26.5,200
1017,05/09/2023,18:41:00,2,Female,27,Clothing,4,25,12,100
1050,10/12/2022,20:15:00,24,Female,27,Beauty,3,25,11.25,75
1051,13/09/2023,17:47:00,104,Male,27,Beauty,3,25,25,75
1108,08/07/2023,10:27:00,1,Female,27,Beauty,3,25,10,75
1110,26/10/2022,19:14:00,62,Male,27,Clothing,3,300,114,900
1200,18/10/2023,19:04:00,20,Male,27,Beauty,3,50,54.5,150
1213,21/06/2023,17:23:00,41,Male,27,Beauty,3,500,185,1500
1295,04/11/2023,19:28:00,86,Female,27,Beauty,3,300,81,900
1298,02/05/2023,19:51:00,1,Male,27,Beauty,4,300,120,1200
1392,12/09/2022,12:28:00,70,Male,27,Clothing,2,300,90,600
1394,17/04/2022,20:06:00,14,Female,27,Clothing,1,500,250,500
1423,15/06/2022,07:56:00,131,Female,27,Clothing,1,25,11,25
1476,11/11/2022,22:27:00,130,Female,27,Clothing,4,500,555,2000
1544,16/12/2022,15:58:00,70,Female,27,Electronics,1,25,11.25,25
1545,15/07/2023,18:21:00,16,Male,27,Clothing,2,25,8.25,50
1584,03/09/2022,11:07:00,62,Female,27,Beauty,4,50,16.5,200
1618,15/09/2022,06:27:00,118,Female,27,Beauty,1,50,13.5,50
1670,24/10/2023,21:32:00,58,Male,27,Beauty,1,30,34.2,30
1734,28/02/2022,08:58:00,72,Female,27,Clothing,1,30,14.4,30
1760,23/08/2023,07:26:00,44,Male,27,Beauty,1,500,230,500
1831,26/03/2022,10:54:00,80,Male,27,Electronics,4,25,6.5,100
1873,24/11/2022,19:18:00,64,Female,27,Electronics,4,25,26.75,100
1971,12/09/2022,16:19:00,90,Female,27,Electronics,4,50,19,200
26,14/10/2023,17:54:00,51,Female,28,Electronics,2,500,600,1000
87,07/09/2022,18:09:00,104,Female,28,Beauty,2,50,15.5,100
121,07/10/2023,18:57:00,110,Female,28,Electronics,4,50,54.5,200
126,01/11/2022,18:16:00,63,Female,28,Clothing,3,30,28.8,90
244,14/09/2023,13:57:00,101,Male,28,Beauty,2,50,20.5,100
260,19/01/2023,21:09:00,107,Male,28,Beauty,2,30,10.5,60
268,14/04/2022,08:26:00,93,Female,28,Electronics,1,30,8.7,30
288,02/05/2022,09:59:00,27,Male,28,Clothing,4,30,12,120
310,10/11/2022,21:34:00,76,Female,28,Beauty,1,25,31,25
320,20/04/2022,08:35:00,57,Female,28,Electronics,4,300,159,1200
331,16/08/2022,08:33:00,28,Male,28,Electronics,3,30,10.2,90
422,21/08/2022,22:34:00,67,Female,28,Clothing,3,30,13.2,90
459,23/05/2023,07:12:00,122,Male,28,Clothing,4,300,75,1200
482,12/08/2023,18:57:00,3,Female,28,Clothing,4,300,141,1200
599,10/12/2023,19:07:00,82,Female,28,Beauty,2,50,24.5,100
643,05/10/2022,22:26:00,63,Female,28,Electronics,3,30,28.8,90
684,20/06/2023,18:02:00,54,Female,28,Clothing,2,500,225,1000
686,06/01/2022,17:14:00,68,Female,28,Electronics,4,50,23.5,200
862,11/12/2022,21:37:00,29,Male,28,Electronics,4,300,78,1200
904,01/04/2022,20:26:00,43,Male,28,Clothing,1,500,160,500
920,20/08/2022,10:25:00,99,Female,28,Beauty,3,25,6.75,75
1026,24/11/2022,19:10:00,60,Female,28,Electronics,2,500,520,1000
1087,08/11/2022,23:00:00,81,Female,28,Beauty,2,50,15,100
1121,23/11/2022,21:10:00,95,Female,28,Electronics,4,50,50.5,200
1126,12/09/2022,17:12:00,62,Female,28,Clothing,3,30,28.8,90
1244,11/12/2022,16:47:00,100,Male,28,Beauty,2,50,19.5,100
1260,19/07/2023,17:26:00,117,Male,28,Beauty,2,30,13.5,60
1268,09/06/2022,09:33:00,15,Female,28,Electronics,1,30,14.1,30
1288,05/04/2022,11:56:00,26,Male,28,Clothing,4,30,9,120
1310,29/10/2022,21:31:00,74,Female,28,Beauty,1,25,24.75,25
1320,02/11/2022,11:55:00,102,Female,28,Electronics,4,300,84,1200
1331,15/05/2022,09:29:00,36,Male,28,Electronics,3,30,13.8,90
1422,07/05/2022,20:41:00,35,Female,28,Clothing,3,30,13.5,90
1459,10/11/2023,06:46:00,13,Male,28,Clothing,4,300,144,1200
1482,10/02/2023,22:22:00,1,Female,28,Clothing,4,300,114,1200
1599,24/10/2022,17:23:00,110,Female,28,Beauty,2,50,20.5,100
1643,17/10/2023,21:47:00,12,Female,28,Electronics,3,30,33.3,90
1684,23/01/2023,21:40:00,43,Female,28,Clothing,2,500,200,1000
1686,10/12/2023,20:41:00,151,Female,28,Electronics,4,50,26,200
1862,06/02/2022,22:50:00,64,Male,28,Electronics,4,300,165,1200
1904,25/11/2022,19:41:00,117,Male,28,Clothing,1,500,220,500
1920,24/10/2022,08:33:00,23,Female,28,Beauty,3,25,9.25,75
73,14/01/2022,21:47:00,42,Male,29,Electronics,3,30,9,90
151,12/10/2023,15:49:00,108,Male,29,Clothing,1,50,18,50
281,18/09/2023,20:09:00,4,Female,29,Beauty,4,500,275,2000
323,21/01/2022,08:22:00,97,Female,29,Beauty,3,300,150,900
410,31/10/2023,19:41:00,64,Female,29,Clothing,2,50,14.5,100
433,29/07/2022,08:48:00,144,Male,29,Beauty,4,50,20,200
443,19/09/2023,20:25:00,98,Male,29,Clothing,2,300,114,600
604,16/09/2022,19:34:00,139,Female,29,Electronics,4,50,50.5,200
656,12/11/2023,20:58:00,27,Male,29,Beauty,3,30,29.4,90
667,01/12/2022,18:46:00,22,Female,29,Electronics,1,500,190,500
729,26/08/2023,22:29:00,3,Male,29,Clothing,4,300,84,1200
736,18/12/2022,08:30:00,97,Male,29,Clothing,4,25,9.75,100
752,20/09/2023,16:06:00,79,Male,29,Clothing,2,50,13,100
854,01/10/2022,15:42:00,84,Male,29,Clothing,1,50,22,50
913,12/10/2022,10:52:00,78,Male,29,Electronics,3,30,16.5,90
983,10/10/2022,20:12:00,61,Female,29,Clothing,1,300,345,300
1073,21/02/2022,18:16:00,82,Male,29,Electronics,3,30,15.3,90
1151,12/12/2022,14:48:00,99,Male,29,Clothing,1,50,26,50
1281,14/03/2023,19:34:00,4,Female,29,Beauty,4,500,165,2000
1323,15/08/2022,10:49:00,136,Female,29,Beauty,3,300,114,900
1410,16/10/2022,18:47:00,72,Female,29,Clothing,2,50,22.5,100
1433,16/01/2022,11:41:00,113,Male,29,Beauty,4,50,15.5,200
1443,18/06/2022,19:37:00,81,Male,29,Clothing,2,300,147,600
1604,29/12/2022,18:43:00,2,Female,29,Electronics,4,50,56,200
1656,16/09/2023,20:03:00,141,Male,29,Beauty,3,30,35.4,90
1667,04/07/2022,19:09:00,40,Female,29,Electronics,1,500,125,500
1729,22/11/2023,18:55:00,82,Male,29,Clothing,4,300,81,1200
1736,28/08/2022,08:57:00,87,Male,29,Clothing,4,25,10.25,100
1752,21/10/2023,13:01:00,79,Male,29,Clothing,2,50,14.5,100
1854,25/11/2023,16:53:00,109,Male,29,Clothing,1,50,22.5,50
1913,23/06/2022,07:10:00,101,Male,29,Electronics,3,30,14.1,90
1983,21/12/2022,21:38:00,114,Female,29,Clothing,1,300,303,300
5,05/09/2023,22:10:00,3,Male,30,Beauty,2,50,24,100
8,27/12/2022,11:19:00,148,Male,30,Electronics,4,25,11,100
32,16/07/2022,09:11:00,150,Male,30,Beauty,3,30,8.4,90
60,04/12/2022,18:15:00,91,Male,30,Beauty,3,50,60.5,150
118,13/03/2023,20:07:00,3,Female,30,Electronics,4,500,270,2000
209,03/09/2022,12:22:00,61,Female,30,Electronics,4,50,14,200
290,08/12/2023,21:39:00,86,Female,30,Beauty,2,300,342,600
301,30/07/2023,10:58:00,104,Male,30,Clothing,4,30,9.6,120
397,26/10/2023,08:06:00,59,Female,30,Beauty,1,25,10.5,25
435,15/12/2023,13:41:00,113,Female,30,Beauty,3,300,108,900
516,20/09/2023,18:38:00,85,Male,30,Beauty,4,25,24.25,100
805,03/09/2022,13:55:00,59,Female,30,Beauty,3,500,155,1500
817,05/10/2022,21:12:00,87,Male,30,Beauty,4,50,49,200
818,29/05/2023,18:56:00,4,Male,30,Electronics,1,500,265,500
863,12/11/2023,22:40:00,4,Female,30,Electronics,2,25,11.25,50
896,30/12/2023,19:17:00,56,Female,30,Electronics,2,25,30.75,50
931,07/10/2023,21:34:00,48,Male,30,Beauty,4,30,29.1,120
934,22/11/2022,18:20:00,111,Male,30,Beauty,1,500,240,500
945,01/10/2022,10:01:00,120,Male,30,Beauty,1,25,13.25,25
956,24/04/2023,21:50:00,140,Male,30,Clothing,3,500,135,1500
981,05/02/2022,21:08:00,5,Female,30,Electronics,2,30,12.9,60
987,08/11/2023,18:45:00,1,Female,30,Clothing,3,300,165,900
1005,12/08/2023,20:38:00,2,Male,30,Beauty,2,50,17.5,100
1008,10/01/2022,08:51:00,116,Male,30,Electronics,4,25,13,100
1032,01/04/2022,08:15:00,1,Male,30,Beauty,3,30,10.5,90
1060,12/11/2022,18:29:00,71,Male,30,Beauty,3,50,57,150
1118,13/10/2023,17:24:00,1,Female,30,Electronics,4,500,170,2000
1209,06/12/2022,12:37:00,55,Female,30,Electronics,4,50,23,200
1290,30/12/2022,22:40:00,66,Female,30,Beauty,2,300,318,600
1301,24/09/2023,09:58:00,70,Male,30,Clothing,4,30,10.5,120
1397,01/01/2023,11:05:00,6,Female,30,Beauty,1,25,11.75,25
1435,27/10/2022,13:31:00,61,Female,30,Beauty,3,300,114,900
1516,09/11/2022,17:19:00,54,Male,30,Beauty,4,25,24.5,100
1805,10/10/2023,13:35:00,79,Female,30,Beauty,3,500,225,1500
1817,11/09/2022,21:22:00,82,Male,30,Beauty,4,50,50,200
1818,20/09/2023,17:29:00,4,Male,30,Electronics,1,500,150,500
1863,26/05/2023,22:33:00,4,Female,30,Electronics,2,25,10,50
1896,05/11/2022,20:19:00,87,Female,30,Electronics,2,25,30.75,50
1931,01/12/2022,19:15:00,61,Male,30,Beauty,4,30,34.2,120
1934,08/09/2022,17:06:00,69,Male,30,Beauty,1,500,150,500
1945,19/04/2022,09:55:00,33,Male,30,Beauty,1,25,10.75,25
1956,01/06/2023,20:40:00,62,Male,30,Clothing,3,500,170,1500
1981,05/06/2022,22:50:00,19,Female,30,Electronics,2,30,11.7,60
1987,26/05/2023,18:18:00,2,Female,30,Clothing,3,300,129,900
55,28/09/2023,20:32:00,57,Male,31,Beauty,4,30,31.8,120
85,03/09/2022,08:05:00,68,Male,31,Clothing,3,50,19,150
155,18/07/2023,18:05:00,3,Male,31,Electronics,4,500,150,2000
175,25/01/2023,10:02:00,23,Female,31,Electronics,4,25,12.5,100
179,07/10/2023,20:42:00,121,Male,31,Electronics,1,300,375,300
184,13/02/2022,06:44:00,128,Male,31,Electronics,4,50,17,200
285,01/12/2023,18:14:00,107,Female,31,Electronics,1,25,13.5,25
319,07/11/2022,18:50:00,145,Male,31,Clothing,1,500,500,500
334,16/10/2022,20:37:00,103,Male,31,Electronics,3,300,360,900
341,20/01/2023,17:06:00,5,Male,31,Clothing,4,50,18.5,200
353,18/03/2023,21:35:00,5,Male,31,Electronics,1,500,270,500
365,23/02/2023,22:12:00,151,Male,31,Clothing,1,300,93,300
455,21/11/2023,19:15:00,134,Male,31,Electronics,4,25,13.25,100
531,08/10/2022,12:30:00,105,Male,31,Electronics,1,500,275,500
572,13/12/2023,18:33:00,5,Male,31,Clothing,4,500,185,2000
580,14/11/2022,14:44:00,104,Female,31,Clothing,3,500,200,1500
625,25/12/2022,13:36:00,68,Male,31,Clothing,1,300,123,300
769,09/09/2022,18:57:00,18,Female,31,Electronics,4,30,10.2,120
785,19/10/2022,06:09:00,88,Female,31,Beauty,4,50,13,200
841,18/12/2022,20:58:00,108,Male,31,Electronics,4,25,28.5,100
901,02/08/2023,06:38:00,2,Male,31,Electronics,1,30,12,30
980,14/10/2022,19:51:00,147,Female,31,Electronics,3,25,12.5,75
1055,23/10/2022,21:35:00,97,Male,31,Beauty,4,30,37.5,120
1085,12/08/2022,09:29:00,76,Male,31,Clothing,3,50,17,150
1155,03/12/2023,18:22:00,3,Male,31,Electronics,4,500,255,2000
1175,02/06/2023,06:38:00,103,Female,31,Electronics,4,25,11.5,100
1179,12/12/2023,17:28:00,122,Male,31,Electronics,1,300,354,300
1184,12/02/2022,08:28:00,23,Male,31,Electronics,4,50,27.5,200
1285,01/06/2023,21:55:00,130,Female,31,Electronics,1,25,12.25,25
1319,25/11/2023,17:17:00,76,Male,31,Clothing,1,500,585,500
1334,21/09/2022,20:37:00,60,Male,31,Electronics,3,300,366,900
1341,30/01/2023,22:10:00,1,Male,31,Clothing,4,50,21,200
1353,04/09/2023,21:59:00,3,Male,31,Electronics,1,500,235,500
1365,08/11/2023,20:22:00,18,Male,31,Clothing,1,300,156,300
1455,27/08/2022,21:35:00,32,Male,31,Electronics,4,25,13.75,100
1531,22/09/2022,13:19:00,56,Male,31,Electronics,1,500,250,500
1572,18/06/2023,22:20:00,1,Male,31,Clothing,4,500,175,2000
1580,21/09/2023,15:47:00,105,Female,31,Clothing,3,500,250,1500
1625,27/09/2023,16:36:00,52,Male,31,Clothing,1,300,147,300
1769,08/10/2023,22:50:00,116,Female,31,Electronics,4,30,9.3,120
1785,20/02/2022,11:17:00,144,Female,31,Beauty,4,50,17,200
1841,14/11/2023,18:55:00,94,Male,31,Electronics,4,25,28.25,100
1901,29/11/2023,11:05:00,4,Male,31,Electronics,1,30,8.4,30
1980,23/08/2023,20:30:00,112,Female,31,Electronics,3,25,6.5,75
82,08/09/2022,12:55:00,85,Female,32,Beauty,4,50,15,200
95,06/11/2022,19:57:00,103,Female,32,Clothing,2,30,7.5,60
101,08/01/2022,08:46:00,24,Male,32,Clothing,2,300,135,600
172,21/10/2022,18:09:00,52,Male,32,Beauty,2,25,28,50
196,29/12/2023,19:14:00,43,Female,32,Clothing,3,300,312,900
262,15/09/2023,20:33:00,30,Female,32,Beauty,4,30,12.6,120
267,19/11/2022,17:53:00,84,Female,32,Beauty,3,30,12,90
311,20/11/2023,21:01:00,61,Female,32,Beauty,4,25,9.75,100
358,12/10/2023,18:32:00,4,Female,32,Beauty,1,300,132,300
375,22/09/2023,17:32:00,25,Male,32,Clothing,1,50,52,50
403,22/04/2023,19:31:00,5,Male,32,Clothing,2,300,78,600
471,08/03/2023,10:21:00,136,Male,32,Clothing,3,50,13,150
753,06/07/2022,10:07:00,70,Female,32,Clothing,1,30,15.9,30
770,11/12/2022,22:49:00,71,Male,32,Clothing,1,50,55,50
800,19/09/2022,07:33:00,111,Male,32,Clothing,4,300,87,1200
849,25/06/2023,19:33:00,5,Male,32,Clothing,2,25,12.5,50
851,30/11/2023,17:23:00,30,Male,32,Electronics,2,25,27.75,50
916,05/12/2023,12:56:00,68,Female,32,Electronics,1,50,26,50
923,10/06/2023,17:20:00,62,Male,32,Beauty,3,300,165,900
1082,22/10/2022,15:56:00,111,Female,32,Beauty,4,50,27.5,200
1095,05/09/2022,17:56:00,56,Female,32,Clothing,2,30,9.9,60
1101,17/05/2022,07:47:00,15,Male,32,Clothing,2,300,132,600
1172,19/10/2022,21:12:00,150,Male,32,Beauty,2,25,28.5,50
1196,31/12/2022,21:18:00,93,Female,32,Clothing,3,300,306,900
1262,13/08/2022,20:33:00,127,Female,32,Beauty,4,30,8.4,120
1267,23/12/2022,21:03:00,91,Female,32,Beauty,3,30,9.6,90
1311,24/11/2023,15:22:00,84,Female,32,Beauty,4,25,9.25,100
1358,04/05/2023,21:40:00,5,Female,32,Beauty,1,300,156,300
1375,01/10/2022,17:50:00,79,Male,32,Clothing,1,50,59,50
1403,25/03/2023,18:20:00,4,Male,32,Clothing,2,300,162,600
1471,25/06/2023,10:34:00,30,Male,32,Clothing,3,50,13,150
1753,17/07/2022,07:40:00,28,Female,32,Clothing,1,30,10.5,30
1770,30/11/2023,20:08:00,65,Male,32,Clothing,1,50,56,50
1800,21/08/2022,10:53:00,1,Male,32,Clothing,4,300,111,1200
1849,21/07/2023,22:42:00,1,Male,32,Clothing,2,25,12,50
1851,10/09/2022,21:36:00,87,Male,32,Electronics,2,25,25,50
1916,08/11/2022,12:40:00,102,Female,32,Electronics,1,50,16.5,50
1923,03/04/2022,17:38:00,74,Male,32,Beauty,3,300,159,900
124,24/12/2022,21:17:00,83,Male,33,Clothing,4,500,515,2000
127,20/05/2023,19:37:00,40,Female,33,Clothing,2,25,7.5,50
526,19/11/2022,12:47:00,65,Male,33,Clothing,2,50,19.5,100
576,25/12/2023,17:30:00,113,Female,33,Beauty,3,50,20,150
737,23/03/2023,21:11:00,26,Female,33,Clothing,1,50,14,50
746,05/07/2022,11:33:00,42,Female,33,Clothing,,,,
761,14/11/2022,22:16:00,64,Female,33,Clothing,1,500,275,500
808,22/11/2023,07:18:00,30,Male,33,Beauty,4,500,195,2000
828,24/11/2022,15:54:00,76,Female,33,Electronics,4,300,132,1200
951,18/09/2022,21:35:00,58,Male,33,Beauty,2,50,57.5,100
1124,06/10/2023,20:04:00,83,Male,33,Clothing,4,500,515,2000
1127,15/03/2022,19:26:00,87,Female,33,Clothing,2,25,13,50
1526,25/09/2022,15:06:00,84,Male,33,Clothing,2,50,26.5,100
1576,14/12/2022,18:34:00,108,Female,33,Beauty,3,50,27.5,150
1737,14/11/2022,22:32:00,40,Female,33,Clothing,1,50,14,50
1746,13/06/2022,07:59:00,88,Female,33,Clothing,3,30,10.8,90
1761,09/12/2023,18:46:00,72,Female,33,Clothing,1,500,200,500
1808,12/02/2023,10:48:00,109,Male,33,Beauty,4,500,210,2000
1828,14/10/2022,14:14:00,99,Female,33,Electronics,4,300,165,1200
1951,03/12/2022,18:56:00,54,Male,33,Beauty,2,50,59.5,100
1,16/12/2022,19:10:00,50,Male,34,Beauty,3,50,16,150
41,11/10/2022,10:36:00,88,Male,34,Clothing,2,25,13.25,50
53,06/01/2022,17:57:00,32,Male,34,Electronics,2,50,22,100
79,13/04/2023,10:15:00,1,Male,34,Beauty,1,300,96,300
104,09/06/2022,22:58:00,129,Female,34,Beauty,2,500,190,1000
109,06/09/2023,19:57:00,94,Female,34,Electronics,4,500,560,2000
111,15/04/2023,09:45:00,5,Female,34,Electronics,3,500,130,1500
166,28/01/2023,11:42:00,32,Male,34,Clothing,4,500,225,2000
202,25/01/2023,06:24:00,61,Female,34,Clothing,4,300,120,1200
208,21/10/2023,20:56:00,144,Female,34,Electronics,4,50,57,200
308,31/03/2022,19:12:00,130,Female,34,Beauty,4,300,126,1200
361,12/09/2022,16:37:00,112,Female,34,Electronics,4,300,81,1200
490,27/01/2022,06:07:00,43,Male,34,Clothing,3,50,18.5,150
506,29/04/2022,07:13:00,9,Male,34,Beauty,3,500,200,1500
617,06/08/2022,19:12:00,30,Male,34,Electronics,1,30,28.5,30
623,15/11/2023,10:00:00,39,Male,34,Clothing,3,50,26,150
624,05/02/2022,19:08:00,48,Female,34,Beauty,3,300,342,900
652,31/10/2023,17:05:00,4,Female,34,Beauty,2,50,20.5,100
672,17/02/2022,19:44:00,1,Female,34,Beauty,2,50,27.5,100
703,31/07/2023,09:56:00,140,Male,34,Electronics,2,50,18.5,100
713,16/04/2022,11:43:00,39,Male,34,Beauty,3,25,11.25,75
733,25/10/2022,21:07:00,143,Male,34,Beauty,1,30,28.5,30
743,07/08/2022,07:54:00,55,Female,34,Beauty,4,500,260,2000
763,23/04/2022,09:43:00,58,Male,34,Clothing,2,25,11.5,50
784,18/10/2023,22:44:00,71,Female,34,Electronics,1,500,610,500
890,25/12/2023,14:44:00,76,Male,34,Electronics,2,25,13.5,50
935,10/09/2022,21:16:00,2,Female,34,Beauty,1,50,55.5,50
991,14/09/2023,14:28:00,110,Female,34,Clothing,2,50,19.5,100
1001,01/09/2023,20:11:00,99,Male,34,Beauty,3,50,22,150
1041,10/05/2022,07:27:00,74,Male,34,Clothing,2,25,11,50
1053,10/02/2023,21:13:00,40,Male,34,Electronics,2,50,20.5,100
1079,21/08/2023,06:45:00,1,Male,34,Beauty,1,300,117,300
1104,11/07/2022,20:13:00,70,Female,34,Beauty,2,500,150,1000
1109,13/12/2023,22:13:00,114,Female,34,Electronics,4,500,590,2000
1111,30/04/2023,21:34:00,2,Female,34,Electronics,3,500,185,1500
1166,19/07/2023,07:45:00,65,Male,34,Clothing,4,500,245,2000
1202,13/11/2023,06:56:00,89,Female,34,Clothing,4,300,144,1200
1208,15/10/2022,17:44:00,9,Female,34,Electronics,4,50,47.5,200
1308,19/06/2023,22:39:00,91,Female,34,Beauty,4,300,150,1200
1361,12/09/2023,16:00:00,89,Female,34,Electronics,4,300,153,1200
1490,26/10/2022,07:15:00,155,Male,34,Clothing,3,50,17,150
1506,09/01/2022,07:31:00,52,Male,34,Beauty,3,500,245,1500
1617,01/05/2022,17:09:00,77,Male,34,Electronics,1,30,35.1,30
1623,05/03/2023,06:14:00,76,Male,34,Clothing,3,50,22,150
1624,18/11/2022,20:48:00,121,Female,34,Beauty,3,300,363,900
1652,16/11/2023,20:00:00,2,Female,34,Beauty,2,50,20.5,100
1672,28/03/2023,22:34:00,87,Female,34,Beauty,2,50,15.5,100
1703,10/06/2023,08:36:00,2,Male,34,Electronics,2,50,17,100
1713,03/10/2022,10:10:00,90,Male,34,Beauty,3,25,10.75,75
1733,03/09/2023,20:52:00,146,Male,34,Beauty,1,30,36.6,30
1743,26/10/2022,09:37:00,47,Female,34,Beauty,4,500,250,2000
1763,30/06/2022,11:37:00,93,Male,34,Clothing,2,25,13.5,50
1784,28/12/2023,20:58:00,100,Female,34,Electronics,1,500,500,500
1890,18/10/2023,14:20:00,51,Male,34,Electronics,2,25,6.25,50
1935,16/12/2022,22:40:00,96,Female,34,Beauty,1,50,47.5,50
1991,04/12/2022,13:11:00,96,Female,34,Clothing,2,50,14.5,100
12,09/12/2022,22:09:00,114,Male,35,Beauty,3,25,25.25,75
23,28/09/2023,07:05:00,4,Female,35,Clothing,4,30,14.7,120
93,25/01/2022,20:52:00,148,Female,35,Beauty,4,500,140,2000
142,08/04/2022,10:05:00,61,Male,35,Electronics,4,300,138,1200
193,27/03/2022,10:40:00,55,Male,35,Beauty,3,500,180,1500
217,02/05/2022,17:01:00,17,Female,35,Electronics,4,50,26.5,200
348,17/10/2022,20:20:00,83,Female,35,Electronics,2,300,147,600
437,26/11/2023,18:53:00,56,Female,35,Electronics,4,300,345,1200
486,02/12/2023,09:47:00,4,Female,35,Electronics,1,25,6.5,25
529,29/11/2022,17:43:00,46,Female,35,Clothing,3,50,20.5,150
582,30/09/2022,21:38:00,110,Male,35,Clothing,3,300,75,900
593,18/01/2023,22:05:00,2,Male,35,Electronics,2,30,13.2,60
645,14/12/2022,22:11:00,51,Female,35,Electronics,4,30,11.1,120
750,13/11/2022,07:33:00,69,Female,35,Clothing,3,25,8.75,75
776,08/09/2023,18:57:00,109,Male,35,Clothing,3,30,30.9,90
781,19/10/2022,16:52:00,106,Male,35,Beauty,1,500,225,500
806,22/01/2023,08:08:00,14,Female,35,Beauty,3,300,165,900
819,15/08/2023,21:59:00,111,Female,35,Beauty,2,50,26,100
844,09/10/2023,17:54:00,95,Male,35,Clothing,3,50,62,150
889,20/09/2023,22:32:00,39,Female,35,Electronics,1,50,57.5,50
928,05/11/2023,10:20:00,54,Female,35,Clothing,4,300,90,1200
977,26/07/2022,08:35:00,46,Female,35,Electronics,3,25,13.75,75
1012,08/12/2022,18:47:00,56,Male,35,Beauty,3,25,27.25,75
1023,23/05/2023,08:40:00,5,Female,35,Clothing,4,30,8.1,120
1093,06/11/2023,17:26:00,87,Female,35,Beauty,4,500,270,2000
1142,09/11/2022,09:49:00,2,Male,35,Electronics,4,300,114,1200
1193,11/05/2022,11:31:00,50,Male,35,Beauty,3,500,145,1500
1217,16/10/2023,19:28:00,70,Female,35,Electronics,4,50,18,200
1348,25/10/2023,17:21:00,79,Female,35,Electronics,2,300,87,600
1437,04/09/2023,19:19:00,76,Female,35,Electronics,4,300,372,1200
1486,22/11/2023,08:58:00,4,Female,35,Electronics,1,25,8.75,25
1529,17/09/2022,22:38:00,105,Female,35,Clothing,3,50,17,150
1582,17/10/2023,19:12:00,56,Male,35,Clothing,3,300,114,900
1593,24/02/2023,22:39:00,5,Male,35,Electronics,2,30,14.4,60
1645,12/10/2023,17:27:00,109,Female,35,Electronics,4,30,9,120
1750,20/01/2022,10:10:00,138,Female,35,Clothing,3,25,7.25,75
1776,23/10/2022,20:07:00,111,Male,35,Clothing,3,30,32.1,90
1781,13/10/2022,12:22:00,55,Male,35,Beauty,1,500,225,500
1806,14/06/2023,10:13:00,61,Female,35,Beauty,3,300,102,900
1819,05/11/2022,20:44:00,83,Female,35,Beauty,2,50,13.5,100
1844,25/10/2022,20:30:00,70,Male,35,Clothing,3,50,50.5,150
1889,02/09/2022,22:48:00,80,Female,35,Electronics,1,50,56,50
1928,29/07/2023,06:39:00,93,Female,35,Clothing,4,300,75,1200
1977,05/08/2022,10:46:00,63,Female,35,Electronics,3,25,12,75
52,19/09/2022,09:42:00,55,Female,36,Beauty,1,300,111,300
139,15/09/2023,14:03:00,113,Male,36,Beauty,4,500,230,2000
227,15/11/2023,19:19:00,87,Male,36,Electronics,2,50,50.5,100
277,03/07/2023,22:10:00,139,Male,36,Clothing,4,25,12.25,100
340,19/09/2023,22:59:00,54,Female,36,Clothing,4,300,294,1200
519,08/04/2022,10:17:00,52,Female,36,Electronics,4,30,16.5,120
528,11/12/2023,21:51:00,102,Female,36,Clothing,2,30,9.6,60
546,30/12/2022,22:32:00,57,Female,36,Electronics,4,50,53.5,200
589,08/07/2023,07:11:00,5,Female,36,Beauty,2,500,145,1000
590,04/05/2023,11:52:00,151,Male,36,Clothing,3,300,135,900
700,01/09/2022,15:07:00,61,Male,36,Electronics,4,500,250,2000
730,20/02/2022,19:38:00,131,Female,36,Clothing,2,25,13.25,50
739,14/10/2023,17:09:00,57,Male,36,Beauty,1,25,10.25,25
950,22/09/2022,21:27:00,75,Male,36,Clothing,3,300,144,900
